Country,Query,Status,Excluding.AMP,Difference.after.excluding.AMP,Match,Streamlined_Match,AMP.Cited,Concordance,ISO,Country.Name,WHO_Region
Nicaragua,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,NIC,Nicaragua,AMRO
Nicaragua,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,NIC,Nicaragua,AMRO
Nicaragua,6. What level of government quarantines?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,NIC,Nicaragua,AMRO
Nicaragua,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,NIC,Nicaragua,AMRO
Nicaragua,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,NIC,Nicaragua,AMRO
Niger,1. What law allows the government to isolate?,No relevant documents identified,,,Yes,Yes,,Yes,NER,Niger,AFRO
Niger,2. What level of government isolates?,No relevant documents identified,,,Yes,Yes,,Yes,NER,Niger,AFRO
Niger,3. Isolation enforcement mechanisms?,No relevant documents identified,,,Yes,Yes,,Yes,NER,Niger,AFRO
Niger,4. Does the law limit isolation to a list?,No relevant documents identified,,,Yes,Yes,,Yes,NER,Niger,AFRO
Niger,5. Allow for to isolation of contacts?,No relevant documents identified,,,No - AI misses info found by human,No,,No: GAI Misses Information,NER,Niger,AFRO
Niger,6. What level of government quarantines?,No relevant documents identified,,,No - AI misses info found by human,No,,No: GAI Misses Information,NER,Niger,AFRO
Niger,7. Quarantine enforcement mechanisms?,No relevant documents identified,,,No - AI misses info found by human,No,,No: GAI Misses Information,NER,Niger,AFRO
Niger,8. Does the law limit quarantine to a list?,No relevant documents identified,,,No - AI misses info found by human,No,,No: GAI Misses Information,NER,Niger,AFRO
Nigeria,1. What law allows the government to isolate?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,NGA,Nigeria,AFRO
Nigeria,2. What level of government isolates?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,NGA,Nigeria,AFRO
Nigeria,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,NGA,Nigeria,AFRO
Nigeria,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,NGA,Nigeria,AFRO
Nigeria,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,NGA,Nigeria,AFRO
Nigeria,6. What level of government quarantines?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,NGA,Nigeria,AFRO
Nigeria,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,NGA,Nigeria,AFRO
Nigeria,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,NGA,Nigeria,AFRO
Niue,1. What law allows the government to isolate?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,NIU,Niue,WPRO
Niue,2. What level of government isolates?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,NIU,Niue,WPRO
Niue,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,NIU,Niue,WPRO
Niue,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,NIU,Niue,WPRO
Niue,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,NIU,Niue,WPRO
Niue,6. What level of government quarantines?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,NIU,Niue,WPRO
Niue,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,NIU,Niue,WPRO
Niue,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,NIU,Niue,WPRO
North Macedonia (Macedonia; FYROM),1. What law allows the government to isolate?,Identified document(s) already in Airtable,Screenshot 2024-09-16 at 08.26.40.png (https://v5.airtableusercontent.com/v3/u/33/33/1727200800000/L_q8hosqyQ_muEwj-Wek9A/5iVwJR2NxE4HPWfl7SqaVxk8-4P2lmoBn6BPEXbdazzwUgEB5MHXS0jJr5Xf_h6qWP_wRIRjcIc02mw4nhfg-5FWQAgau-yU9L8HJIQXmDjRQbTTTT2vIVkmlVMTafPsHAJNiGvUESedI-VktRRyQxtmYS780k5KG1urtaS-7LRHGTQW7RFemDgby5IYkgNl/4ZcnqnGJD9ndbVTrLbQbE3BdV6Zk0MG5K9WeI8htLj0),Major difference,No - AI misses info found by human,No,checked,No: GAI Misses Information,MKD,North Macedonia,EURO
North Macedonia (Macedonia; FYROM),2. What level of government isolates?,Identified document(s) already in Airtable,Screenshot 2024-09-16 at 08.30.41.png (https://v5.airtableusercontent.com/v3/u/33/33/1727200800000/FR0old4AxutVIK9ly8VxaA/sllY_Vt2yoYCmI3cDK5k991Dl2pJuPpMPN8iLmPsL409hpBzhtiLwluvvmJZLzw277baiy7SDbkeqYIepmpc4Nj-4sejQ7oIKedGZmHR7LfQLROZ5jYivVY7qCvN-UgrzylgdPEIHqShZ3LiTT2TwS3YAipQWSqmEK64hQvgpGb2Dr6Vq46N3a6pQNhsICKq/amx5iwUNs_79gehwYnwLbgPZjXjhsZt94WOLm4GubQY),No major difference,Yes,Yes,checked,Yes,MKD,North Macedonia,EURO
North Macedonia (Macedonia; FYROM),3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,Screenshot 2024-09-16 at 08.32.09.png (https://v5.airtableusercontent.com/v3/u/33/33/1727200800000/nbxSIEd78JhOeCh-0ZeOUg/dxCtKzm6EalO-oEKtGKs-n_UJziYC4desPIQtZXGNXen1ARwKJODT1Up0A7An-_757tb1tKFN84mriDXzqeVdKh7umGs9iqinODzQfLgjpEF_CS7FJu8u3ca8_WSUbM0EOnCIMdKsZwoU37BlPU4f8wvxVS9vbu04ESE4WWWyjpGLCepPnT7Tz7RdlLCiJst/Zs_r5-RvBPqcl3RpDpuGbNs60F4HRJTmGphZiEWOb3M),No major difference,Yes,Yes,checked,Yes,MKD,North Macedonia,EURO
North Macedonia (Macedonia; FYROM),4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,Screenshot 2024-09-16 at 08.34.19.png (https://v5.airtableusercontent.com/v3/u/33/33/1727200800000/XwEGdPjK8-ZoAjnM5bdOjw/Ru5X8U3N3ZXJ3iwB2ogz1gum4-_hn273mMXAs7x0cu4OAhUFNAxLbLvPSaCTTFkHN_gbLfFfTKu9MQLdiDL4Ham_V91YD2g5jvoq49KOehZCV7TIcZwhwyfLOjPm9vv0Z7kfNaR1MHPhodXjNd67spvT8_OUESkaIp-jzeZWxPH1_5axYsJyroD67YAW7tFG/-QvquUsd9enz8XebUpd7aYKKBo4WmubTAL0Iae-_jiI),No major difference,Yes,Yes,checked,Yes,MKD,North Macedonia,EURO
North Macedonia (Macedonia; FYROM),5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,Screenshot 2024-09-16 at 08.36.10.png (https://v5.airtableusercontent.com/v3/u/33/33/1727200800000/8NIUmDN_jMvKU-0AG3smHw/ILQWcxVgbhGnCcI1CeSH8yVddFlMfvrZ5-tVBNHW4Hry5IcTntsqrRZgMAOAFPw-Fr29_bP3JdGjF5xXmS7V8LJB1iCmNvKALrDg6-gaFZty8kDJAHV4BPD9k1saGnHqpZl7l9j4QpXeO3I-8AT6KKqH08cjoOWSCbfgLYsEkWyejcMwMvl2FSX40hV-bLHb/BMjmTaXmk3vDWsrWnUgZVTcSX-8-NfuV4NRB3ft7DJY),No major difference,Yes,Yes,checked,Yes,MKD,North Macedonia,EURO
North Macedonia (Macedonia; FYROM),6. What level of government quarantines?,Identified document(s) already in Airtable,Screenshot 2024-09-16 at 08.40.08.png (https://v5.airtableusercontent.com/v3/u/33/33/1727200800000/oIfznhcWyKaFTCflUK6BbQ/6ka4bqQms5Xf94kyRuAKmlWBwWFqcQ7b6EsTSdYE7AbqRAS2qDgo_VMxto-PD5mxCbx6ohpK-P3ysNNW_aZbKRBA6gE40M6ig2RifSI9910vAQEkuWCLZ1DrzBuVrQqJK0OuRGrufxjHEYM7ofu7U2yQJQa_KVGiA55j6_H9xF2N6kRmLVCAMH8qk-m2aOsA/Ks0GhPaK6H66sg0O-xNbtFi2D01grOnZbAhsNPTBqU4),No major difference,Yes,Yes,checked,Yes,MKD,North Macedonia,EURO
North Macedonia (Macedonia; FYROM),7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,Screenshot 2024-09-16 at 08.41.30.png (https://v5.airtableusercontent.com/v3/u/33/33/1727200800000/kFC8ST4kS7-DAxjoaAH2iw/RAOJcCHO0TJEvRku5VfKjEIyMogospVGlKHzisTop7-O8iNcmGoNjIX5ijQxWtDahBHHSOMhXE1WYYKaIG-I9bJFLT_L9hoF2mDAb2AeZGkUHn2K0a72CvWQczVIBB68QNCLaOKMTVgRcBxrQRSEZZHstHJcYHrSib-JNt2okMza1nUGcA8tyZ_tYnXwTfGW/8gvXoLRU5Vx_FzFZ-l-cFm4ptcAoD3A5z8kFYH8VHGU),No major difference,Yes,Yes,checked,Yes,MKD,North Macedonia,EURO
North Macedonia (Macedonia; FYROM),8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,MKD,North Macedonia,EURO
Norway,1. What law allows the government to isolate?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,NOR,Norway,EURO
Norway,2. What level of government isolates?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,NOR,Norway,EURO
Norway,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,NOR,Norway,EURO
Norway,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,NOR,Norway,EURO
Norway,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,NOR,Norway,EURO
Norway,6. What level of government quarantines?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,NOR,Norway,EURO
Norway,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,NOR,Norway,EURO
Norway,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,NOR,Norway,EURO
Oman,1. What law allows the government to isolate?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,OMN,Oman,EMRO
Oman,2. What level of government isolates?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,OMN,Oman,EMRO
Oman,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,OMN,Oman,EMRO
Oman,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,OMN,Oman,EMRO
Oman,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,OMN,Oman,EMRO
Oman,6. What level of government quarantines?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,OMN,Oman,EMRO
Oman,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,OMN,Oman,EMRO
Oman,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,OMN,Oman,EMRO
Pakistan,1. What law allows the government to isolate?,New document identified - suggest excluding,,,No - AI provides wrong info,No,,No: GAI Provides Incorrect Information,PAK,Pakistan,EMRO
Pakistan,2. What level of government isolates?,New document identified - suggest excluding,,,No - AI provides wrong info,No,,No: GAI Provides Incorrect Information,PAK,Pakistan,EMRO
Pakistan,3. Isolation enforcement mechanisms?,New document identified - suggest excluding,,,No - AI provides wrong info,No,,No: GAI Provides Incorrect Information,PAK,Pakistan,EMRO
Pakistan,4. Does the law limit isolation to a list?,New document identified - suggest excluding,,,No - AI provides wrong info,No,,No: GAI Provides Incorrect Information,PAK,Pakistan,EMRO
Pakistan,5. Allow for to isolation of contacts?,New document identified - suggest excluding,,,No - AI provides wrong info,No,,No: GAI Provides Incorrect Information,PAK,Pakistan,EMRO
Pakistan,6. What level of government quarantines?,New document identified - suggest excluding,,,No - AI provides wrong info,No,,No: GAI Provides Incorrect Information,PAK,Pakistan,EMRO
Pakistan,7. Quarantine enforcement mechanisms?,New document identified - suggest excluding,,,No - AI provides wrong info,No,,No: GAI Provides Incorrect Information,PAK,Pakistan,EMRO
Pakistan,8. Does the law limit quarantine to a list?,New document identified - suggest excluding,,,No - AI provides wrong info,No,,No: GAI Provides Incorrect Information,PAK,Pakistan,EMRO
Palau,1. What law allows the government to isolate?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,PLW,Palau,WPRO
Palau,2. What level of government isolates?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,PLW,Palau,WPRO
Palau,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,PLW,Palau,WPRO
Palau,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,PLW,Palau,WPRO
Palau,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,PLW,Palau,WPRO
Palau,6. What level of government quarantines?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,PLW,Palau,WPRO
Palau,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,PLW,Palau,WPRO
Palau,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,PLW,Palau,WPRO
Panama,1. What law allows the government to isolate?,No relevant documents identified,,,No - AI misses info found by human,No,,No: GAI Misses Information,PAN,Panama,AMRO
Panama,2. What level of government isolates?,No relevant documents identified,,,"Exact match in answer, but no law found",No,,No: GAI Misses Information,PAN,Panama,AMRO
Panama,3. Isolation enforcement mechanisms?,No relevant documents identified,,,No - AI provides wrong info,No,,No: GAI Provides Incorrect Information,PAN,Panama,AMRO
Panama,4. Does the law limit isolation to a list?,No relevant documents identified,,,No - AI misses info found by human,No,,No: GAI Misses Information,PAN,Panama,AMRO
Panama,5. Allow for to isolation of contacts?,No relevant documents identified,,,No - AI misses info found by human,No,,No: GAI Misses Information,PAN,Panama,AMRO
Panama,6. What level of government quarantines?,No relevant documents identified,,,"Exact match in answer, but no law found",No,,No: GAI Misses Information,PAN,Panama,AMRO
Panama,7. Quarantine enforcement mechanisms?,No relevant documents identified,,,No - AI misses info found by human,No,,No: GAI Misses Information,PAN,Panama,AMRO
Panama,8. Does the law limit quarantine to a list?,No relevant documents identified,,,No - AI misses info found by human,No,,No: GAI Misses Information,PAN,Panama,AMRO
Papua New Guinea,1. What law allows the government to isolate?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,PNG,Papua New Guinea,WPRO
Papua New Guinea,2. What level of government isolates?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,PNG,Papua New Guinea,WPRO
Papua New Guinea,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,PNG,Papua New Guinea,WPRO
Papua New Guinea,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,PNG,Papua New Guinea,WPRO
Papua New Guinea,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,PNG,Papua New Guinea,WPRO
Papua New Guinea,6. What level of government quarantines?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,PNG,Papua New Guinea,WPRO
Papua New Guinea,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,PNG,Papua New Guinea,WPRO
Papua New Guinea,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,PNG,Papua New Guinea,WPRO
Paraguay,1. What law allows the government to isolate?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,PRY,Paraguay,AMRO
Paraguay,2. What level of government isolates?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,PRY,Paraguay,AMRO
Paraguay,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,PRY,Paraguay,AMRO
Paraguay,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,PRY,Paraguay,AMRO
Paraguay,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,PRY,Paraguay,AMRO
Paraguay,6. What level of government quarantines?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,PRY,Paraguay,AMRO
Paraguay,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,,,No - AI misses info found by human,No,,No: GAI Misses Information,PRY,Paraguay,AMRO
Paraguay,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,PRY,Paraguay,AMRO
Peru,1. What law allows the government to isolate?,Identified document(s) already in Airtable,Screenshot 2024-09-16 at 09.02.47.png (https://v5.airtableusercontent.com/v3/u/33/33/1727200800000/k_YAtyBGlRfja3QrLJyyAQ/W4pwasuwzR9bKZTS7Spd4V7snjUOHBBnMwplWV2AGVzqI6npnbg-WH6NGQ3-xxUipKwSbrjbfhLEWHaY7DbFUL_yaapCY2W-wmCAyobqWAOhRPzr9JR1RGS-SMiRFVJvk2fMLj2qTWutRXRLVvWHgJdyUjDrJziMaMbyO2Zsg1WdbWbKrZHvqM3cqVvisRRH/iZKJdBSRBf-32fvmMu08pSC0w0Bw1kZ56FTpu27Ceys),Major difference,No - AI misses info found by human,No,checked,No: GAI Misses Information,PER,Peru,AMRO
Peru,2. What level of government isolates?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,PER,Peru,AMRO
Peru,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,Screenshot 2024-09-16 at 09.05.03.png (https://v5.airtableusercontent.com/v3/u/33/33/1727200800000/KS5DvdrduR9LQZD3KmtRtg/xp1XAE35KJDCWxOe7ubudna1BVdyIij2LxeQoz7junQFXhvKYArc15KN-ci9AQkbgsKJhzJLi22WtIxcWTL1ZJQb-PDBSRRD1bHIbnpB2M6IGuD25biSREVRHfO9FtcyWvIUFPBAcRAO6mYPlORVlKTWWbuO2oc9B5hpcM8-NVG98qNi_5G4Ak3RdXSjbYld/yA06D4S_En7exMr2FwwixPr1GNEj-QHeSFPlVcqVedk),No major difference,Yes,Yes,checked,Yes,PER,Peru,AMRO
Peru,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,Screenshot 2024-09-16 at 09.07.26.png (https://v5.airtableusercontent.com/v3/u/33/33/1727200800000/BA3XwPHMsVWBtQ1iMY9uSg/jMGyT9nA4uu9hT8LXYXl3kobOL-iTLba3MadlGHEgPYtlwdGCY-t_2LK4RQ72AigVVE6qHUX0iiilpMEHdIfoof1fxJ3jt8xhFU_j7DKhsUXL31yjIdHwazsi6hZLTNhgMaEcvcE84f19EMat5JFbyCubM15ocBzVK_xCQY7Nx5EKo_Swtw7_9nv5bfZ1Ktk/aWwQMnq2Q5eXFXeLZLUZt6ffQia9AvcnKPOBNfL669Q),No major difference,Yes,Yes,checked,Yes,PER,Peru,AMRO
Peru,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,PER,Peru,AMRO
Peru,6. What level of government quarantines?,Identified document(s) already in Airtable,Screenshot 2024-09-16 at 09.10.51.png (https://v5.airtableusercontent.com/v3/u/33/33/1727200800000/MJaaAbjWrw23nRdIpZigeQ/Ok-Xm0_NOyDMe79KOZNX-PslwKX-W21Mzpe2sVUeE-20GHrvn_kIOw9oCJZO55Ym6H1Lujt9WwxLRPQTKwhB-Xfun2t6v83Ax9rTEBTtsKC12qyrk1jo4OvpsS6sbKi5iRqsBI6LzUiL7ppxD49IVlwda4IB3WXzwE2T2lYqtfWblvfcXLNN661tYQo1dm8F/v_2jZCuAEKGgz8sq-sXzoAKvDJ73dWscRm4jhdOV_Nw),No major difference,Yes,Yes,checked,Yes,PER,Peru,AMRO
Peru,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,PER,Peru,AMRO
Peru,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,PER,Peru,AMRO
Philippines,1. What law allows the government to isolate?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,PHL,Philippines,WPRO
Philippines,2. What level of government isolates?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,PHL,Philippines,WPRO
Philippines,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,PHL,Philippines,WPRO
Philippines,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,PHL,Philippines,WPRO
Philippines,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,PHL,Philippines,WPRO
Philippines,6. What level of government quarantines?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,PHL,Philippines,WPRO
Philippines,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,PHL,Philippines,WPRO
