Country,Query,Status,Excluding AMP,Difference after excluding AMP,Match,Streamlined_Match,AMP Cited
North Macedonia (Macedonia; FYROM),2. What level of government isolates?,Identified document(s) already in Airtable,Screenshot 2024-09-16 at 08.30.41.png (https://v5.airtableusercontent.com/v3/u/33/33/1727200800000/FR0old4AxutVIK9ly8VxaA/sllY_Vt2yoYCmI3cDK5k991Dl2pJuPpMPN8iLmPsL409hpBzhtiLwluvvmJZLzw277baiy7SDbkeqYIepmpc4Nj-4sejQ7oIKedGZmHR7LfQLROZ5jYivVY7qCvN-UgrzylgdPEIHqShZ3LiTT2TwS3YAipQWSqmEK64hQvgpGb2Dr6Vq46N3a6pQNhsICKq/amx5iwUNs_79gehwYnwLbgPZjXjhsZt94WOLm4GubQY),No major difference,Yes,Yes,checked
North Macedonia (Macedonia; FYROM),3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,Screenshot 2024-09-16 at 08.32.09.png (https://v5.airtableusercontent.com/v3/u/33/33/1727200800000/nbxSIEd78JhOeCh-0ZeOUg/dxCtKzm6EalO-oEKtGKs-n_UJziYC4desPIQtZXGNXen1ARwKJODT1Up0A7An-_757tb1tKFN84mriDXzqeVdKh7umGs9iqinODzQfLgjpEF_CS7FJu8u3ca8_WSUbM0EOnCIMdKsZwoU37BlPU4f8wvxVS9vbu04ESE4WWWyjpGLCepPnT7Tz7RdlLCiJst/Zs_r5-RvBPqcl3RpDpuGbNs60F4HRJTmGphZiEWOb3M),No major difference,Yes,Yes,checked
North Macedonia (Macedonia; FYROM),4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,Screenshot 2024-09-16 at 08.34.19.png (https://v5.airtableusercontent.com/v3/u/33/33/1727200800000/XwEGdPjK8-ZoAjnM5bdOjw/Ru5X8U3N3ZXJ3iwB2ogz1gum4-_hn273mMXAs7x0cu4OAhUFNAxLbLvPSaCTTFkHN_gbLfFfTKu9MQLdiDL4Ham_V91YD2g5jvoq49KOehZCV7TIcZwhwyfLOjPm9vv0Z7kfNaR1MHPhodXjNd67spvT8_OUESkaIp-jzeZWxPH1_5axYsJyroD67YAW7tFG/-QvquUsd9enz8XebUpd7aYKKBo4WmubTAL0Iae-_jiI),No major difference,Yes,Yes,checked
North Macedonia (Macedonia; FYROM),5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,Screenshot 2024-09-16 at 08.36.10.png (https://v5.airtableusercontent.com/v3/u/33/33/1727200800000/8NIUmDN_jMvKU-0AG3smHw/ILQWcxVgbhGnCcI1CeSH8yVddFlMfvrZ5-tVBNHW4Hry5IcTntsqrRZgMAOAFPw-Fr29_bP3JdGjF5xXmS7V8LJB1iCmNvKALrDg6-gaFZty8kDJAHV4BPD9k1saGnHqpZl7l9j4QpXeO3I-8AT6KKqH08cjoOWSCbfgLYsEkWyejcMwMvl2FSX40hV-bLHb/BMjmTaXmk3vDWsrWnUgZVTcSX-8-NfuV4NRB3ft7DJY),No major difference,Yes,Yes,checked
North Macedonia (Macedonia; FYROM),6. What level of government quarantines?,Identified document(s) already in Airtable,Screenshot 2024-09-16 at 08.40.08.png (https://v5.airtableusercontent.com/v3/u/33/33/1727200800000/oIfznhcWyKaFTCflUK6BbQ/6ka4bqQms5Xf94kyRuAKmlWBwWFqcQ7b6EsTSdYE7AbqRAS2qDgo_VMxto-PD5mxCbx6ohpK-P3ysNNW_aZbKRBA6gE40M6ig2RifSI9910vAQEkuWCLZ1DrzBuVrQqJK0OuRGrufxjHEYM7ofu7U2yQJQa_KVGiA55j6_H9xF2N6kRmLVCAMH8qk-m2aOsA/Ks0GhPaK6H66sg0O-xNbtFi2D01grOnZbAhsNPTBqU4),No major difference,Yes,Yes,checked
North Macedonia (Macedonia; FYROM),7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,Screenshot 2024-09-16 at 08.41.30.png (https://v5.airtableusercontent.com/v3/u/33/33/1727200800000/kFC8ST4kS7-DAxjoaAH2iw/RAOJcCHO0TJEvRku5VfKjEIyMogospVGlKHzisTop7-O8iNcmGoNjIX5ijQxWtDahBHHSOMhXE1WYYKaIG-I9bJFLT_L9hoF2mDAb2AeZGkUHn2K0a72CvWQczVIBB68QNCLaOKMTVgRcBxrQRSEZZHstHJcYHrSib-JNt2okMza1nUGcA8tyZ_tYnXwTfGW/8gvXoLRU5Vx_FzFZ-l-cFm4ptcAoD3A5z8kFYH8VHGU),No major difference,Yes,Yes,checked
North Macedonia (Macedonia; FYROM),8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,,,Yes,Yes,
Norway,1. What law allows the government to isolate?,Identified document(s) already in Airtable,,,Yes,Yes,
Norway,2. What level of government isolates?,Identified document(s) already in Airtable,,,Yes,Yes,
Norway,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,
Norway,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,,,Yes,Yes,
Norway,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,,,Yes,Yes,
Norway,6. What level of government quarantines?,Identified document(s) already in Airtable,,,Yes,Yes,
Norway,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,
Norway,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,,,Yes,Yes,
Oman,1. What law allows the government to isolate?,Identified document(s) already in Airtable,,,Yes,Yes,
Oman,2. What level of government isolates?,Identified document(s) already in Airtable,,,Yes,Yes,
Oman,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,
Oman,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,,,Yes,Yes,
Oman,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,,,Yes,Yes,
Oman,6. What level of government quarantines?,Identified document(s) already in Airtable,,,Yes,Yes,
Oman,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,
Oman,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,,,Yes,Yes,
Pakistan,1. What law allows the government to isolate?,New document identified - suggest excluding,,,No - AI provides wrong info,No,
Pakistan,2. What level of government isolates?,New document identified - suggest excluding,,,No - AI provides wrong info,No,
Pakistan,3. Isolation enforcement mechanisms?,New document identified - suggest excluding,,,No - AI provides wrong info,No,
Pakistan,4. Does the law limit isolation to a list?,New document identified - suggest excluding,,,No - AI provides wrong info,No,
Pakistan,5. Allow for to isolation of contacts?,New document identified - suggest excluding,,,No - AI provides wrong info,No,
Pakistan,6. What level of government quarantines?,New document identified - suggest excluding,,,No - AI provides wrong info,No,
Pakistan,7. Quarantine enforcement mechanisms?,New document identified - suggest excluding,,,No - AI provides wrong info,No,
Pakistan,8. Does the law limit quarantine to a list?,New document identified - suggest excluding,,,No - AI provides wrong info,No,
Palau,1. What law allows the government to isolate?,Identified document(s) already in Airtable,,,Yes,Yes,
Palau,2. What level of government isolates?,Identified document(s) already in Airtable,,,Yes,Yes,
Palau,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,
Palau,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,,,Yes,Yes,
Palau,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,,,Yes,Yes,
Palau,6. What level of government quarantines?,Identified document(s) already in Airtable,,,Yes,Yes,
Palau,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,
Palau,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,,,Yes,Yes,
Panama,1. What law allows the government to isolate?,No relevant documents identified,,,No - AI misses info found by human,No,
Panama,2. What level of government isolates?,No relevant documents identified,,,"Exact match in answer, but no law found",No,
Panama,3. Isolation enforcement mechanisms?,No relevant documents identified,,,No - AI provides wrong info,No,
Panama,4. Does the law limit isolation to a list?,No relevant documents identified,,,No - AI misses info found by human,No,
Panama,5. Allow for to isolation of contacts?,No relevant documents identified,,,No - AI misses info found by human,No,
Panama,6. What level of government quarantines?,No relevant documents identified,,,"Exact match in answer, but no law found",No,
Panama,7. Quarantine enforcement mechanisms?,No relevant documents identified,,,No - AI misses info found by human,No,
Panama,8. Does the law limit quarantine to a list?,No relevant documents identified,,,No - AI misses info found by human,No,
Papua New Guinea,1. What law allows the government to isolate?,Identified document(s) already in Airtable,,,Yes,Yes,
Papua New Guinea,2. What level of government isolates?,Identified document(s) already in Airtable,,,Yes,Yes,
Papua New Guinea,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,
Papua New Guinea,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,,,Yes,Yes,
Papua New Guinea,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,,,Yes,Yes,
Papua New Guinea,6. What level of government quarantines?,Identified document(s) already in Airtable,,,Yes,Yes,
Papua New Guinea,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,
Papua New Guinea,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,,,Yes,Yes,
Paraguay,1. What law allows the government to isolate?,Identified document(s) already in Airtable,,,Yes,Yes,
Paraguay,2. What level of government isolates?,Identified document(s) already in Airtable,,,Yes,Yes,
Paraguay,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,
Paraguay,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,,,Yes,Yes,
Paraguay,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,,,Yes,Yes,
Paraguay,6. What level of government quarantines?,Identified document(s) already in Airtable,,,Yes,Yes,
Paraguay,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,,,No - AI misses info found by human,No,
Paraguay,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,,,Yes,Yes,
Peru,1. What law allows the government to isolate?,Identified document(s) already in Airtable,Screenshot 2024-09-16 at 09.02.47.png (https://v5.airtableusercontent.com/v3/u/33/33/1727200800000/k_YAtyBGlRfja3QrLJyyAQ/W4pwasuwzR9bKZTS7Spd4V7snjUOHBBnMwplWV2AGVzqI6npnbg-WH6NGQ3-xxUipKwSbrjbfhLEWHaY7DbFUL_yaapCY2W-wmCAyobqWAOhRPzr9JR1RGS-SMiRFVJvk2fMLj2qTWutRXRLVvWHgJdyUjDrJziMaMbyO2Zsg1WdbWbKrZHvqM3cqVvisRRH/iZKJdBSRBf-32fvmMu08pSC0w0Bw1kZ56FTpu27Ceys),Major difference,No - AI misses info found by human,No,checked
Peru,2. What level of government isolates?,Identified document(s) already in Airtable,,,Yes,Yes,
Peru,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,Screenshot 2024-09-16 at 09.05.03.png (https://v5.airtableusercontent.com/v3/u/33/33/1727200800000/KS5DvdrduR9LQZD3KmtRtg/xp1XAE35KJDCWxOe7ubudna1BVdyIij2LxeQoz7junQFXhvKYArc15KN-ci9AQkbgsKJhzJLi22WtIxcWTL1ZJQb-PDBSRRD1bHIbnpB2M6IGuD25biSREVRHfO9FtcyWvIUFPBAcRAO6mYPlORVlKTWWbuO2oc9B5hpcM8-NVG98qNi_5G4Ak3RdXSjbYld/yA06D4S_En7exMr2FwwixPr1GNEj-QHeSFPlVcqVedk),No major difference,Yes,Yes,checked
Peru,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,Screenshot 2024-09-16 at 09.07.26.png (https://v5.airtableusercontent.com/v3/u/33/33/1727200800000/BA3XwPHMsVWBtQ1iMY9uSg/jMGyT9nA4uu9hT8LXYXl3kobOL-iTLba3MadlGHEgPYtlwdGCY-t_2LK4RQ72AigVVE6qHUX0iiilpMEHdIfoof1fxJ3jt8xhFU_j7DKhsUXL31yjIdHwazsi6hZLTNhgMaEcvcE84f19EMat5JFbyCubM15ocBzVK_xCQY7Nx5EKo_Swtw7_9nv5bfZ1Ktk/aWwQMnq2Q5eXFXeLZLUZt6ffQia9AvcnKPOBNfL669Q),No major difference,Yes,Yes,checked
Peru,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,,,Yes,Yes,
Peru,6. What level of government quarantines?,Identified document(s) already in Airtable,Screenshot 2024-09-16 at 09.10.51.png (https://v5.airtableusercontent.com/v3/u/33/33/1727200800000/MJaaAbjWrw23nRdIpZigeQ/Ok-Xm0_NOyDMe79KOZNX-PslwKX-W21Mzpe2sVUeE-20GHrvn_kIOw9oCJZO55Ym6H1Lujt9WwxLRPQTKwhB-Xfun2t6v83Ax9rTEBTtsKC12qyrk1jo4OvpsS6sbKi5iRqsBI6LzUiL7ppxD49IVlwda4IB3WXzwE2T2lYqtfWblvfcXLNN661tYQo1dm8F/v_2jZCuAEKGgz8sq-sXzoAKvDJ73dWscRm4jhdOV_Nw),No major difference,Yes,Yes,checked
Peru,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,
Peru,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,,,Yes,Yes,
Philippines,1. What law allows the government to isolate?,Identified document(s) already in Airtable,,,Yes,Yes,
Philippines,2. What level of government isolates?,Identified document(s) already in Airtable,,,Yes,Yes,
Philippines,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,
Philippines,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,,,Yes,Yes,
Philippines,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,,,Yes,Yes,
Philippines,6. What level of government quarantines?,Identified document(s) already in Airtable,,,Yes,Yes,
Philippines,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,
Philippines,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,,,Yes,Yes,
Poland,1. What law allows the government to isolate?,Identified document(s) already in Airtable,,,Yes,Yes,
Poland,2. What level of government isolates?,Identified document(s) already in Airtable,,,Yes,Yes,
Poland,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,
Poland,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,,,Yes,Yes,
Poland,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,,,Yes,Yes,
Poland,6. What level of government quarantines?,Identified document(s) already in Airtable,,,Yes,Yes,
Poland,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,
Poland,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,,,Yes,Yes,
Portugal,1. What law allows the government to isolate?,Identified document(s) already in Airtable,,,Yes,Yes,
Portugal,2. What level of government isolates?,Identified document(s) already in Airtable,,,Yes,Yes,
Portugal,3. Isolation enforcement mechanisms?,New document identified - suggest including,,,No - AI provides additional info missed by human,AI finds something missed or incorrectly interpreted by SME,
Portugal,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,,,Yes,Yes,
Portugal,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,,,Yes,Yes,
Portugal,6. What level of government quarantines?,Identified document(s) already in Airtable,,,Yes,Yes,
Portugal,7. Quarantine enforcement mechanisms?,New document identified - suggest including,,,No - AI provides additional info missed by human,AI finds something missed or incorrectly interpreted by SME,
Portugal,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,,,Yes,Yes,
Qatar,1. What law allows the government to isolate?,Identified document(s) already in Airtable,,,Yes,Yes,
Qatar,2. What level of government isolates?,Identified document(s) already in Airtable,,,Yes,Yes,
Qatar,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,
Qatar,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,,,No - AI provides wrong info,No,
Qatar,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,,,Yes,Yes,
Qatar,6. What level of government quarantines?,Identified document(s) already in Airtable,,,Yes,Yes,
Qatar,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,
Qatar,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,,,No - AI provides wrong info,Yes,
Republic of Korea (South Korea; ROK),1. What law allows the government to isolate?,Identified document(s) already in Airtable,,,Yes,Yes,
Republic of Korea (South Korea; ROK),2. What level of government isolates?,Identified document(s) already in Airtable,,,Yes,Yes,
Republic of Korea (South Korea; ROK),3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,
Republic of Korea (South Korea; ROK),4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,,,Yes,Yes,
Republic of Korea (South Korea; ROK),5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,,,Yes,Yes,
Republic of Korea (South Korea; ROK),6. What level of government quarantines?,Identified document(s) already in Airtable,,,Yes,Yes,
Republic of Korea (South Korea; ROK),7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,
Republic of Korea (South Korea; ROK),8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,,,Yes,Yes,
Republic of Moldova,1. What law allows the government to isolate?,New document identified - suggest excluding,Screenshot 2024-09-16 at 09.15.20.png (https://v5.airtableusercontent.com/v3/u/33/33/1727200800000/eVVwyuHwaVZYNeIjU2uMtg/zwjK_NUv5776_t8Bfl0KReX1xLQhkdkKNHY7-qBMjNOkdNoownuv-IrMN7mhhmQmmXL2GEx7iSZ9korAnDlq9Y3g46H6bK3MDqtOzTouS1K4CmOCrgRI3cWwph8pkn9aiA_LFmdTjEqLm9wLzq_TUPuxrIu_SyqJXVtgXFW_rwVAEj6TzdTiD6kXYf2UCFT-/PikWItJxY6_zJx8Ffo47aO_cDvYjaOJANSBgruTevJs),Major difference,No - AI provides wrong info,No,checked
Republic of Moldova,2. What level of government isolates?,Identified document(s) already in Airtable,Screenshot 2024-09-16 at 09.20.53.png (https://v5.airtableusercontent.com/v3/u/33/33/1727200800000/oK0SCJ7iurSdufOdnTX3gQ/chQVp3UD4YZZGRT2kp1tDTBZYqHX4f_L3PStI21NHynSDVw96gYSrzvG3EctAE2Ctg_Z9lQH-jgOgdPZADafL1iZrA76kKQMZFaFlYMDTrggSbOMIagsCgQz9f35J3Eo3ZXx5zJBH_eezigq3BjdC9DHkRbO-irT2x1MW-VaeEsOy3u7G6d3LQY034-zpne2/a0JnTGWEPvEKYA5-CzTP0GEbWixECJvRFNmowWIEDA0),Major difference,No - AI misses info found by human,No,checked
